policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",48842665489.45083,642336027306.0258,7151639286.02353,52762353876.78311,566547,13931006,702250020468.8324,48842665489.45083,751092685958.2832
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",53438323393.84301,637951917956.2488,7046040322.894117,52443737008.98311,562672,13797257,697441695288.1261,53438323393.84301,750880018681.9691
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",67082226129.18581,623622508074.0067,6701724485.867647,51390675970.183105,550072,13355203,681714908530.0575,67082226129.18581,748797134659.2433
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",55802075365.98458,633376085305.6995,6936373443.791176,52110605396.583115,558656,13657415,692423064146.0737,55802075365.98458,748225139512.0583
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",69196230945.38788,622739312983.8494,6680495169.82647,51325082093.183105,549295,13327668,680744890246.8589,69196230945.38788,749941121192.2468
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",75246455908.95422,614599947645.128,6482636431.376471,50711427373.183105,542054,13070068,671794011449.6876,75246455908.95422,747040467358.6418
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",52542260186.50555,614747121199.1359,6468989361.05,51834901479.5831,542259,13541680,673051012039.769,52542260186.50555,725593272226.2745
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",57103593958.44516,610392331341.6289,6362052225.655882,51492962873.78311,538330,13398141,668247346441.0679,57103593958.44516,725350940399.5131
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",70650845686.70723,596023098438.0426,6017030774.329412,50374231727.58311,525697,12928520,652414360939.9552,70650845686.70723,723065206626.6625
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",59433996477.27835,605729347444.0875,6251686941.641176,51137171774.98311,534281,13248787,663118206160.7119,59433996477.27835,722552202637.9902
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",72759777262.90326,595138006244.9501,5995924258.900001,50305190807.183105,524925,12899538,651439121311.0332,72759777262.90326,724198898573.9365
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",78768210228.63156,587027016961.1532,5800201497.091177,49663140263.183105,517764,12630018,642490358721.4275,78768210228.63156,721258568950.0591
