country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,42786798754.403496,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,63208771556.99402,47084330211.43472,79333212902.55331,0,4699719104330.076,4340918549756.9253,5058519658903.226,22825595434.82927,22825595434.82927,22825595434.82927,93149049053.2294,79786508102.06647,106511590004.39236,23164483,17255266.0,29073700.0,1064984,991673.0,1138295.0,30616479.76470588,30616479.76470588,30616479.76470588,1179388.2352941178,1179388.2352941178,1179388.2352941178,6683200,6683200.0,6683200.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,59334547216.7364,45470318075.986,73198776357.4868,0,4047293755361.6704,3738350196867.293,4356237313856.048,20051839365.585365,20051839365.585365,20051839365.585365,85806508597.79492,74317035835.34134,97295981360.24849,19917446,14836542.0,24998350.0,917201,854063.0,980339.0,26926033.70588235,26926033.70588235,26926033.70588235,1031561.2941176471,1031561.2941176471,1031561.2941176471,5845514,5845514.0,5845514.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,48849712895.910065,41557656380.96036,56141769410.859764,0,2158965951412.6013,1994390523572.5483,2323541379252.655,12541505074.463417,12541505074.463417,12541505074.463417,64456111847.58151,58413086746.06101,70499136949.10202,10475819,7803457.0,13148181.0,489554,455854.0,523254.0,16942033.0,16942033.0,16942033.0,630039.0,630039.0,630039.0,3570221,3570221.0,3570221.0
BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,54413188465.812195,42639569592.451035,66186807339.173355,0,3445792975164.4336,3182831251843.937,3708754698484.9307,17617891562.78049,17617891562.78049,17617891562.78049,79014939587.11067,69257983611.57846,88771895562.64288,16914061,12599315.0,21228807.0,780972,727212.0,834732.0,23690130.470588237,23690130.470588237,23690130.470588237,901479.5294117648,901479.5294117648,901479.5294117648,5108384,5108384.0,5108384.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,46792344080.690994,40581906151.01955,53002782010.36244,0,1847978400689.3254,1707180329372.6177,1988776472006.0327,11280271995.219513,11280271995.219513,11280271995.219513,60942360722.453766,55795687459.08858,66089033985.818954,8921959,6645984.0,11197934.0,419123,390272.0,447974.0,15263929.88235294,15263929.88235294,15263929.88235294,562829.1176470589,562829.1176470589,562829.1176470589,3189365,3189365.0,3189365.0
BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,52337365166.9538,46541093776.82756,58133636557.08005,0,1728731802856.9429,1597047942145.791,1860415663568.0947,10784943390.87805,10784943390.87805,10784943390.87805,59596893393.0634,54793445499.59906,64400341286.52774,8326963,6202770.0,10451156.0,392115,365123.0,419107.0,14604480.11764706,14604480.11764706,14604480.11764706,536493.8823529412,536493.8823529412,536493.8823529412,3040132,3040132.0,3040132.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,54093736838.38652,41566428293.51463,66621045383.2584,0,3629204463841.6113,3351969119646.8193,3906439808036.404,16121042567.487806,16121042567.487806,16121042567.487806,81463378699.69977,71081829978.02542,91844927421.37411,17996816,13405861.0,22587771.0,822189,765592.0,878786.0,21579527.0,21579527.0,21579527.0,839565.0,839565.0,839565.0,4757535,4757535.0,4757535.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,49812325956.26561,39649102787.33536,59975549125.19586,0,2951630638086.854,2726211028960.204,3177050247213.5034,13577304431.92683,13577304431.92683,13577304431.92683,73783397292.12283,65360997850.170074,82205796734.07559,14600555,10875980.0,18325130.0,668756,622721.0,714791.0,18204274.88235294,18204274.88235294,18204274.88235294,702623.1176470589,702623.1176470589,702623.1176470589,3981531,3981531.0,3981531.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,43162135365.84888,38592872802.004745,47731397929.693016,0,1352323679854.671,1249236196468.3052,1455411163241.0366,7743067872.073172,7743067872.073172,7743067872.073172,55610821266.522026,51824212055.23309,59397430477.81097,6564232,4889708.0,8238756.0,306640,285532.0,327748.0,10463045.588235294,10463045.588235294,10463045.588235294,388516.4117647059,388516.4117647059,388516.4117647059,2201593,2201593.0,2201593.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,45294737423.08517,37119124532.295006,53470350313.87531,0,2383259690388.1763,2201310998908.5073,2565208381867.8457,11509719275.195124,11509719275.195124,11509719275.195124,67326438079.93227,60551197951.43468,74101678208.42987,11745142,8748978.0,14741306.0,540064,502887.0,577241.0,15461690.05882353,15461690.05882353,15461690.05882353,591184.9411764706,591184.9411764706,591184.9411764706,3350048,3350048.0,3350048.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,42367212917.91859,38557523088.52584,46176902747.311325,0,1134479668894.6138,1048046611141.7606,1220912726647.4668,6895787110.756098,6895787110.756098,6895787110.756098,53143276389.41347,49986135297.482895,56300417481.34404,5473028,4076869.0,6869187.0,257309,239596.0,275022.0,9336764.529411765,9336764.529411765,9336764.529411765,343208.4705882353,343208.4705882353,343208.4705882353,1944848,1944848.0,1944848.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Lockdown,48439584016.69306,44909533414.21214,51969634619.17398,0,1054124510309.925,973836045893.6744,1134412974726.1755,6572680252.97561,6572680252.97561,6572680252.97561,52234831093.02049,49309430781.50399,55160231404.53699,5071293,3777615.0,6364971.0,239111,222651.0,255571.0,8906919.05882353,8906919.05882353,8906919.05882353,325981.9411764706,325981.9411764706,325981.9411764706,1847231,1847231.0,1847231.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,31115819973.831486,28347647851.713303,33883992095.94967,0,796409792792.0336,735531230235.8867,857288355348.1805,3115754412.0731707,3115754412.0731707,3115754412.0731707,49759796774.31074,47465775384.73504,52053818163.886444,3976777,2962309.0,4991245.0,180372,167956.0,192788.0,4173563.2352941176,4173563.2352941176,4173563.2352941176,161839.76470588235,161839.76470588235,161839.76470588235,917092,917092.0,917092.0
