month,period,actual_npi,actual_npi_short,recommended_npi,recommended_npi_short,recommended_total_cost,actual_total_cost,potential_savings,potential_savings_pct,ranking
1,2020-03-15 to 2020-04-15,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+Oth,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Sch+MG+Oth,58280336423.64171,91822964562.28511,33542628138.643402,36.52967239572281,"[{'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 24714899815.020935, 'humanitarian_costs': 33565436608.620773, 'total_costs': 58280336423.64171, 'num_cases': 273530, 'num_deaths': 11486, 'd_costs': 13035596306.187664, 'h_costs': 302325752.85, 'mh_costs': 20227514549.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 17346263537.106335, 'humanitarian_costs': 47463527445.51921, 'total_costs': 64809790982.62555, 'num_cases': 613941, 'num_deaths': 22807, 'd_costs': 25808621884.853745, 'h_costs': 616463926.882353, 'mh_costs': 21038441633.78311, 'full_vector': ['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 5018012862.563229, 'humanitarian_costs': 78560037229.0053, 'total_costs': 83578050091.56853, 'num_cases': 1431248, 'num_deaths': 47885, 'd_costs': 54263299171.57807, 'h_costs': 1311307688.2441177, 'mh_costs': 22985430369.18311, 'full_vector': ['No_Measure', 'No_Measure', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 61054825612.90945, 'humanitarian_costs': 24503678077.36212, 'total_costs': 85558503690.27158, 'num_cases': 79799, 'num_deaths': 4100, 'd_costs': 4640586932.587834, 'h_costs': 97082583.39117646, 'mh_costs': 19766008561.38311, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 67665535961.709816, 'humanitarian_costs': 24157428600.575294, 'total_costs': 91822964562.28511, 'num_cases': 73832, 'num_deaths': 3841, 'd_costs': 4315735297.298068, 'h_costs': 89899329.29411764, 'mh_costs': 19751793973.98311, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 88413194347.5958, 'humanitarian_costs': 22356085466.350857, 'total_costs': 110769279813.94666, 'num_cases': 41749, 'num_deaths': 2378, 'd_costs': 2630980098.7559834, 'h_costs': 49739516.21176471, 'mh_costs': 19675365851.38311, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}]"
2,2020-04-15 to 2020-05-15,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+Oth,No_Measure,None,55068554080.22964,82699650675.51328,27631096595.283638,33.41138247814267,"[{'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 10060456755.041159, 'humanitarian_costs': 45008097325.18848, 'total_costs': 55068554080.22964, 'num_cases': 610896, 'num_deaths': 20714, 'd_costs': 23419678808.725956, 'h_costs': 557230681.6794118, 'mh_costs': 21031187834.78311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 19430517499.545406, 'humanitarian_costs': 37814776193.141266, 'total_costs': 57245293692.686676, 'num_cases': 394380, 'num_deaths': 14963, 'd_costs': 16901011349.131683, 'h_costs': 398361424.4264706, 'mh_costs': 20515403419.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 24714899815.020935, 'humanitarian_costs': 33565436608.620773, 'total_costs': 58280336423.64171, 'num_cases': 273530, 'num_deaths': 11486, 'd_costs': 13035596306.187664, 'h_costs': 302325752.85, 'mh_costs': 20227514549.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 49033256058.532, 'humanitarian_costs': 29493704630.688103, 'total_costs': 78526960689.2201, 'num_cases': 170542, 'num_deaths': 8167, 'd_costs': 9300982623.68735, 'h_costs': 210545471.01764706, 'mh_costs': 19982176535.98311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 53437914014.683914, 'humanitarian_costs': 29261736660.82936, 'total_costs': 82699650675.51328, 'num_cases': 165856, 'num_deaths': 7998, 'd_costs': 9084870115.931541, 'h_costs': 205852998.1147059, 'mh_costs': 19971013546.78311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 67232047762.92633, 'humanitarian_costs': 27687201855.408775, 'total_costs': 94919249618.33511, 'num_cases': 133732, 'num_deaths': 6731, 'd_costs': 7622123279.746253, 'h_costs': 170590821.67941177, 'mh_costs': 19894487753.98311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown', 'Lockdown']}]"
3,2020-05-15 to 2020-06-15,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Sch+MG+Oth,No_Measure,None,55068554080.22964,59037199593.13484,3968645512.905205,6.722279410703451,"[{'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 10060456755.041159, 'humanitarian_costs': 45008097325.18848, 'total_costs': 55068554080.22964, 'num_cases': 610896, 'num_deaths': 20714, 'd_costs': 23419678808.725956, 'h_costs': 557230681.6794118, 'mh_costs': 21031187834.78311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 14853112039.846596, 'humanitarian_costs': 43103120209.57037, 'total_costs': 57956232249.41697, 'num_cases': 533335, 'num_deaths': 19216, 'd_costs': 21740914180.37844, 'h_costs': 515784008.60882354, 'mh_costs': 20846422020.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'Restrict_Mass_Gatherings']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 17486730929.57143, 'humanitarian_costs': 41550468663.563416, 'total_costs': 59037199593.13484, 'num_cases': 470465, 'num_deaths': 17925, 'd_costs': 20373660044.803837, 'h_costs': 480155512.1764706, 'mh_costs': 20696653106.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 29514667452.747032, 'humanitarian_costs': 38992499005.67796, 'total_costs': 68507166458.424995, 'num_cases': 381538, 'num_deaths': 15939, 'd_costs': 18082175780.26544, 'h_costs': 425512018.2294117, 'mh_costs': 20484811207.18311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 31704855014.001408, 'humanitarian_costs': 38786895088.69822, 'total_costs': 70491750102.69963, 'num_cases': 375732, 'num_deaths': 15800, 'd_costs': 17894220719.506287, 'h_costs': 421694215.20882356, 'mh_costs': 20470980153.98311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 38510607074.05443, 'humanitarian_costs': 37509736992.0968, 'total_costs': 76020344066.15123, 'num_cases': 333625, 'num_deaths': 14732, 'd_costs': 16746632964.425459, 'h_costs': 392431169.0882353, 'mh_costs': 20370672858.58311, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure', 'Lockdown']}]"
